Office Name,Vote Totals,variable,value
State Senator 03,30605,"Saud Anwar, Working Families Party",3081
State Senator 28,9694,"Christopher ""Chris"" DeMatteo, Write In",0
State Senator 28,9694,"Michelle McCabe, Democratic Party",4771
State Senator 28,9694,"Michelle McCabe, Working Families Party",118
State Senator 28,9694,"Tony Hwang, Independent Party",288
State Senator 28,9694,"Tony Hwang, Republican Party",4517
State Senator 07,41308,"Frederick A. Moffa, Democratic Party",18278
State Senator 07,41308,"Frederick A. Moffa, Working Families Party",1005
State Senator 07,41308,"John A. Kissel, Independent Party",1363
State Senator 07,41308,"John A. Kissel, Republican Party",20662
State Senator 06,23144,"Gennaro Bizzarro, Republican Party",8459
State Senator 06,23144,"Rick Lopes, Democratic Party",13906
State Senator 06,23144,"Rick Lopes, Working Families Party",779
State Senator 36,38306,"Alex Kasser, Democratic Party",18474
State Senator 36,38306,"Ryan Fazio, Republican Party",19832
State Senator 18,30323,"Bob Statchen, Democratic Party",13160
State Senator 18,30323,"Bob Statchen, Independent Party",580
State Senator 18,30323,"Bob Statchen, Working Families Party",416
State Senator 18,30323,"Heather Somers, Republican Party",16167
State Senator 11,11252,"Alexander Taubes, Petitioning Candidate",136
State Senator 11,11252,"Jameson White, Republican Party",4374
State Senator 11,11252,"Martin M. Looney, Democratic Party",6742
State Senator 31,15917,"Henri Martin, Independent Party",590
State Senator 31,15917,"Henri Martin, Republican Party",9480
State Senator 31,15917,"Mary B. Fortier, Democratic Party",5847
State Senator 15,24406,"Joan V. Hartley, Democratic Party",19972
State Senator 15,24406,"Joan V. Hartley, Independent Party",4434
State Senator 14,40011,"James Maroney, Democratic Party",21153
State Senator 14,40011,"James Maroney, Independent Party",1164
State Senator 14,40011,"James Maroney, Working Families Party",594
State Senator 14,40011,"Michael Southworth, Republican Party",17100
State Senator 21,30521,"Kevin C. Kelly, Republican Party",30521
State Senator 23,2980,"Dennis Bradley, Democratic Party",2409
State Senator 23,2980,"Josiah Israel, Republican Party",571
State Senator 01,24916,"Barbara Ruhe, Republican Party",9508
State Senator 01,24916,"John W. Fonfara, Democratic Party",14682
State Senator 01,24916,"Mary L. Sanders, Green Party",726
